Accession,Description,X..Unique.Peptides,X126.127_N_norm_log2,X126.127_C_norm_log2,X126.128_N_norm_log2,X126.128_C_norm_log2,X126.129_N_norm_log2,X126.129_C_norm_log2,X126.130_N_norm_log2,X126.130_C_norm_log2,X126.131_norm_log2
P62269,40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3 - [RS18_HUMAN],14,0.125277221,0.014702752,-0.03090031,-0.009676059,0.17575408,0.196169101,0.132207373,0.154273267,-0.018428837
Q16222,UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens GN=UAP1 PE=1 SV=3 - [UAP1_HUMAN],8,0.062541466,-0.121338704,-0.204548398,-0.07318871,0.141745188,0.034093199,0.132207373,0.150866666,-0.018428837
P67936,Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3 - [TPM4_HUMAN],8,0.253363808,0.05259936,0.077925889,0.071491042,-0.068783982,0.003132889,-0.013912307,0.137159246,-0.018428837
O43615,Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2 - [TIM44_HUMAN],5,0.122484007,0.043666235,-0.229933716,0.062284278,0.002917483,-0.022122811,0.142278584,0.109347396,-0.018428837
P53597,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4 - [SUCA_HUMAN]",6,-0.049539461,0.264265374,0.230894134,0.162189353,-0.147467332,-0.100656213,-0.002771749,-0.050085231,-0.019754234
Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3 - [GFPT1_HUMAN],2,-0.540015095,0.057932804,0.276077443,0.047430144,-0.389946518,-0.402546555,-0.173390521,-0.383822629,-0.019754234
P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1 - [AT2A2_HUMAN],2,0.119685373,-0.141573188,0.086177742,-0.129041945,0.06006139,-0.044590151,-0.076772331,0.147452001,-0.021080851
P16401,Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3 - [H15_HUMAN],22,0.091396329,0.059706246,0.07654598,0.024858184,0.068441056,0.091147888,0.016519589,0.095237797,-0.021080851
Q14103,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1 - [HNRPD_HUMAN],12,0.091396329,0.005531106,-0.004374016,-0.075219245,-0.002923395,0.094089163,-0.019515013,0.070209002,-0.021080851
P05362,Intercellular adhesion molecule 1 OS=Homo sapiens GN=ICAM1 PE=1 SV=2 - [ICAM1_HUMAN],9,-0.015299136,-0.143612333,-0.047354242,-0.015512999,-0.074923119,-0.051074185,0.075522777,0.022542569,-0.021080851
P62244,40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2 - [RS15A_HUMAN],2,0.059623983,-0.03932313,-0.088555103,-0.247686442,0.152295107,-0.038135129,0.008283439,0.022542569,-0.021080851
Q8TCT9,Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1 - [HM13_HUMAN],2,-0.13719919,0.012873081,0.298741163,0.039945328,-0.044485386,-0.127813628,0.02198435,-0.065852547,-0.021080851
P07305,Histone H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3 - [H10_HUMAN],11,-0.198745277,0.191721162,0.323383158,0.067815384,-0.150705706,-0.044590151,-0.044999985,-0.077792161,-0.021080851
P63173,60S ribosomal protein L38 OS=Homo sapiens GN=RPL38 PE=1 SV=2 - [RL38_HUMAN],2,-0.417068035,0.066778295,0.210908429,0.028644787,-0.36716665,-0.333737397,-0.227478036,-0.439220867,-0.021080851
P62701,"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2 - [RS4X_HUMAN]",2,0.271128088,0.09126098,0.034522765,0.282828275,0.104200819,0.306794791,0.314710441,0.220768679,-0.022408688
P26583,High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2 - [HMGB2_HUMAN],2,0.166539187,0.034677452,0.146606563,0.242639185,0.415767423,0.108706259,0.419875284,0.048404632,-0.022408688
Q96AG4,Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1 - [LRC59_HUMAN],2,0.009102207,-0.273788383,-0.074690334,-0.09156724,0.014528774,0.031026896,-0.109260183,0.026265655,-0.022408688
P62195,26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=1 SV=1 - [PRS8_HUMAN],4,-0.492138468,0.327459201,0.391554661,0.346407071,0.054447784,0,0.236955283,-0.069821449,-0.022408688
O75962,Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2 - [TRIO_HUMAN],3,-0.270357747,-0.347083893,-0.62406632,-0.234011505,-0.109163443,-0.219781208,0.035556369,-0.19426882,-0.022408688
O00264,Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3 - [PGRC1_HUMAN],2,-0.940376017,0.021998318,0.038780599,-0.095683348,-0.630954618,-0.685618714,-0.421513217,-0.901221846,-0.022408688
P31939,Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3 - [PUR9_HUMAN],3,0.136396313,0.080819233,-0.177954188,0.01725503,0.241457327,0.263034406,0.225158856,0.191224403,-0.023737748
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2 - [AIMP1_HUMAN],3,0.1168813,0.15735017,0.299924185,0.197939378,0.068441056,0.128924539,0.067617579,0.126792531,-0.023737748
P49458,Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2 - [SRP09_HUMAN],8,0.065453061,-0.219009782,-0.047354242,-0.061065151,-0.014676577,-0.006286263,-0.127294106,0.123320339,-0.023737748
Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1 - [SCPDL_HUMAN],3,-0.052692894,0.172180975,0.117379697,0.150073066,-0.026526295,0.003132889,0.186748732,0.029979157,-0.023737748
P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3 - [CAZA1_HUMAN],2,0.288676289,-0.125362961,0.038780599,0.130825182,0.198837693,0.134649527,-0.079695726,0.022542569,-0.023737748
P12270,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3 - [TPR_HUMAN],4,-0.454115021,-0.037426095,-0.097872864,-0.114352559,0.071223497,-0.205245115,-0.106276325,-0.297522782,-0.023737748
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4 - [HNRH1_HUMAN],3,-0.645569265,0.003689759,0.468271609,0.071491042,-0.322658389,-0.415037499,-0.103298625,-0.475615105,-0.023737748
O60749,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2 - [SNX2_HUMAN],3,0.640687305,0.173819471,0.181685073,0.005774638,0.424497829,0.446831582,0.157254791,0.67665123,-0.025068034
P61081,NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens GN=UBE2M PE=1 SV=1 - [UBC12_HUMAN],9,0.166539187,0.096453649,-0.008761333,0.007694392,0.165374934,0.085247287,0.013779427,0.095237797,-0.025068034
P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3 - [VASP_HUMAN],4,-0.404927472,-0.166235242,0.00290866,-0.083370087,-0.522102477,-0.415037499,-0.36692808,-0.428988945,-0.025068034
P35580,Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3 - [MYH10_HUMAN],3,0.088536675,-0.00369922,0.132067141,-0.110182918,0.031772346,0.037152998,0.030142873,0.08813091,-0.026399548
P05556,Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2 - [ITB1_HUMAN],3,-0.071759626,0.220543997,0.317554079,0.160464672,0.098756681,0.099953785,0.129678547,0.073811239,-0.026399548
O00203,AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3 - [AP3B1_HUMAN],5,0.02713613,-0.037426095,-0.093206461,-0.017463906,0.109624491,-0.152003093,-0.076772331,-0.198607756,-0.026399548
Q9UHX1,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1 - [PUF60_HUMAN],2,-0.307542667,0.118741716,0.245703794,-0.045057275,-0.283031314,-0.349635024,-0.118248967,-0.224919033,-0.026399548
Q08211,ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4 - [DHX9_HUMAN],4,-0.015299136,-0.280503811,-0.169743038,-0.150289679,-0.180182907,-0.205245115,-0.036454876,-0.057947349,-0.027732292
Q5VYK3,Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2 - [ECM29_HUMAN],3,-0.003046876,-0.062284278,-0.12619276,0.078814383,0.051632768,0.055376757,0.078148246,0.055709433,-0.029066268
P10768,S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2 - [ESTD_HUMAN],2,-0.513703818,0.212595244,0.223431902,0.073325366,-0.36716665,-0.290901199,-0.124272754,-0.449525876,-0.029066268
P00367,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2 - [DHE3_HUMAN]",4,-0.015299136,0.087788788,0.004360794,0.125530882,-0.041476636,0.009378332,-0.022324547,0,-0.030401479
P06748,Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2 - [NPM_HUMAN],4,-0.42931163,0.264265374,0.377055091,0.102361718,-0.448521345,-0.294743266,-0.179649511,-0.349645513,-0.030401479
P29401,Transketolase OS=Homo sapiens GN=TKT PE=1 SV=3 - [TKT_HUMAN],5,0.665845603,-0.139536921,0.177829316,-0.019417454,0.454644792,0.439912168,0.002766434,0.803563343,-0.031737926
Q01469,"Fatty acid-binding protein, epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3 - [FABP5_HUMAN]",5,0.366285321,-0.064214305,0,-0.224966365,0.051632768,0.046293652,-0.053596008,0.339242149,-0.031737926
P26639,"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3 - [SYTC_HUMAN]",2,0.062541466,-0.068082123,-0.146997375,0.009611595,0.186059089,0.082287911,0.080768946,0.177896872,-0.031737926
P13797,Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4 - [PLST_HUMAN],6,0.232790268,-0.180818565,-0.123018512,-0.063078683,0.144389909,0.233994733,0.122065363,0.34819375,-0.033075613
P54709,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens GN=ATP1B3 PE=1 SV=1 - [AT1B3_HUMAN],3,0.068358793,0.17709089,0.191916996,0.071491042,0.09329192,0.111611991,0.343366899,0.126792531,-0.033075613
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4 - [ODO2_HUMAN]",4,0.097098688,0.041872953,0.380414103,-0.00386264,-0.099744291,-0.190854022,-0.047859639,-0.054010935,-0.034414541
O75475,PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1 - [PSIP1_HUMAN],3,0.15565087,0.038279688,0.229653106,0.105950513,0.125774231,0.21790503,0.085996108,0.14059833,-0.035754713
Q15075,Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2 - [EEA1_HUMAN],3,0.04789469,-0.077797278,0.044438234,0.062284278,0.062860024,0.097024454,0,-0.026752728,-0.035754713
P27797,Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1 - [CALR_HUMAN],9,0.152915903,0.007370106,-0.024963285,0.005774638,0.098756681,0.079322453,0.088602604,0.133711945,-0.037096131
Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens GN=ARL6IP1 PE=1 SV=2 - [AR6P1_HUMAN],2,0.018147347,-0.27826186,-0.186212339,0.127297808,-0.014676577,0.058391795,-0.167158567,0.048404632,-0.037096131
P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3 - [FXR1_HUMAN],4,-0.015299136,-0.083657929,-0.294529764,0.039945328,0.364515724,0.128924539,0.101564911,0.003781641,-0.037096131
Q8WWM7,Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2 - [ATX2L_HUMAN],38,-0.049539461,-0.058431953,-0.059439716,-0.03909982,-0.078002512,-0.08061846,-0.06513763,-0.022900402,-0.037096131
P25788,Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2 - [PSA3_HUMAN],13,-0.270357747,-0.033639491,0.058486008,0.024858184,-0.044485386,-0.134683617,-0.025139562,-0.172767751,-0.037096131
P08195,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3 - [4F2_HUMAN],2,-0.500725964,-0.223316338,0.044438234,-0.220464973,-0.413091855,-0.444610615,-0.233976674,-0.534728198,-0.037096131
O43776,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1 - [SYNC_HUMAN]",15,0.237961224,0.110210083,0.069626566,0.125530882,0.123095131,0.140351886,0.139767364,0.227252712,-0.038438798
P12268,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2 - [IMDH2_HUMAN],3,0.079923544,-0.041222663,-0.105683901,0.069654384,-0.190144017,-0.097297201,0.088602604,0.073811239,-0.038438798
O00159,Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4 - [MYO1C_HUMAN],4,0.437686238,0.092993947,0.217183754,0.026752728,0.051632768,-0.141586477,0.246323466,0,-0.038438798
P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens GN=COX7A2 PE=1 SV=1 - [CX7A2_HUMAN]",2,-0.205748665,0.294703108,0.474571597,0.073325366,-0.595220406,-0.256775415,0.152279976,-0.369076043,-0.038438798
Q9UEY8,Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1 - [ADDG_HUMAN],9,0.141923887,-0.099403734,0.077925889,0.089730161,0.082299905,0.009378332,-0.047859639,0.130256386,-0.039782715
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3 - [FKBP4_HUMAN],8,0.177345942,-0.054589886,0.077925889,-0.049042623,-0.062670858,-0.083938818,-0.002771749,0,-0.039782715
P49023,Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3 - [PAXI_HUMAN],2,-0.127192016,-0.03174991,-0.145386325,-0.085415013,-0.183495641,-0.249300295,-0.127294106,-0.335242448,-0.039782715
P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2 - [SYIC_HUMAN]",3,0.235378063,-0.103367184,-0.039851911,0.003852325,-0.047500424,0.117405954,-0.025139562,0.095237797,-0.041127885
Q3V6T2,Girdin OS=Homo sapiens GN=CCDC88A PE=1 SV=2 - [GRDN_HUMAN],11,-0.113956189,0.001846059,-0.019050592,-0.045057275,-0.237560798,-0.127813628,-0.047859639,-0.050085231,-0.041127885
Q16181,Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2 - [SEPT7_HUMAN],7,-0.212786216,-0.127379306,0.038780599,-0.021373651,-0.014676577,0.049327712,-0.0973616,-0.050085231,-0.041127885
Q14156,Protein EFR3 homolog A OS=Homo sapiens GN=EFR3A PE=1 SV=2 - [EFR3A_HUMAN],2,-0.150650989,0.077321789,-0.123018512,-0.065095028,-0.374720044,-0.253033014,-0.133355859,-0.147382433,-0.041127885
Q9UKS6,Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens GN=PACSIN3 PE=1 SV=2 - [PACN3_HUMAN],5,-0.140550399,-0.157967626,-0.110390904,-0.095683348,-0.170290102,-0.11417102,-0.115246479,-0.311552342,-0.041127885
P15880,40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2 - [RS2_HUMAN],2,-0.285116904,0.363801048,0.004360794,0.141355849,-0.758542673,-0.390162831,-0.240504717,-0.439220867,-0.041127885
P09496,Clathrin light chain A OS=Homo sapiens GN=CLTA PE=1 SV=1 - [CLCA_HUMAN],4,0.071258683,0.173819471,0.233372992,0.026752728,0.1123287,0.046293652,0.035556369,0.084564295,-0.042474311
P61011,Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1 - [SRP54_HUMAN],2,-0.068564286,0.123836584,0.014485012,-0.158877175,-0.106016888,-0.117569596,0.01103405,0.084564295,-0.042474311
Q14254,Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=1 SV=2 - [FLOT2_HUMAN],34,-0.091081723,0.063246604,0.186810105,0.009611595,-0.128188269,-0.145050333,-0.06513763,-0.114215569,-0.042474311
Q15154,Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=4 - [PCM1_HUMAN],2,-0.270357747,-0.046936314,0.102541188,-0.033166864,-0.011729293,-0.070702991,-0.059355278,-0.22935128,-0.042474311
P62851,40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1 - [RS25_HUMAN],14,0.024146087,0.077321789,0.101184634,-0.029225072,-0.041476636,-0.009439696,-0.011119092,0.11983977,-0.043821994
P53985,Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3 - [MOT1_HUMAN],7,0.128065039,0.077321789,0.088917904,0.113101433,-0.099744291,-0.009439696,-0.053596008,0.084564295,-0.043821994
Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3 - [VAPA_HUMAN],2,-0.384917511,0.212595244,-0.338031403,-0.472752997,-0.062670858,-0.275634443,-0.088501623,-0.164256251,-0.043821994
O43169,Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2 - [CYB5B_HUMAN],3,-0.212786216,0.178723821,0.091652872,-0.043068722,-0.193479729,-0.241863706,-0.127294106,-0.126563961,-0.045170938
P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1 - [RD23B_HUMAN],3,-0.513703818,0.108497685,0.015925546,-0.023332504,-0.254880274,-0.373814837,-0.100327059,-0.439220867,-0.045170938
P20290,Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1 - [BTF3_HUMAN],6,-0.074962058,-0.107341553,-0.026445252,0.021061616,0,0.117405954,-0.047859639,0.003781641,-0.046521144
Q9UJU6,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1 - [DBNL_HUMAN],5,0.015138597,0.087788788,-0.014631921,-0.007735649,-0.112316877,-0.009439696,-0.019515013,0.066597749,-0.047872615
Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1 - [EIF3I_HUMAN],8,0.009102207,0.057932804,0.055687375,0.073325366,-0.062670858,-0.03170886,0.064972857,-0.030615367,-0.047872615
Q9NX55,Huntingtin-interacting protein K OS=Homo sapiens GN=HYPK PE=1 SV=2 - [HYPK_HUMAN],4,-0.009159999,-0.221161453,-0.116690892,0.047430144,-0.068783982,-0.060855205,0,-0.181329765,-0.047872615
Q92747,Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2 - [ARC1A_HUMAN],6,0.163824802,-0.018591688,-0.132562285,-0.09156724,-0.087280326,0.067399285,-0.062243557,0.070209002,-0.049225353
Q9Y281,Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1 - [COF2_HUMAN],7,-0.003046876,-0.050758025,0.093018414,-0.23855543,-0.186815999,-0.087266836,-0.133355859,-0.046170181,-0.049225353
Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1 - [NOP58_HUMAN],4,-0.113956189,-0.185012449,-0.029413762,-0.204819792,-0.424805276,-0.36975662,-0.173390521,-0.118319967,-0.049225353
P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2 - [SFPQ_HUMAN]",7,-0.040120308,-0.0934789,-0.06247697,-0.02529402,-0.023554728,-0.047828525,0.019254557,-0.007593149,-0.05057936
O60832,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3 - [DKC1_HUMAN],4,0.053771256,0.099905074,0.011599621,0.065974037,-0.044485386,0.097024454,0.027428489,-0.038371811,-0.05057936
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],4,-0.417068035,0.005531106,-0.181251778,-0.315673279,-0.160464672,-0.090602549,-0.136396313,-0.330473204,-0.05057936
Q6PKG0,La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2 - [LARP1_HUMAN],5,0.26607486,0.032872955,-0.108820196,0.054876329,0.098756681,0.244622369,0.09380151,0.233707735,-0.05193464
Q9Y570,Protein phosphatase methylesterase 1 OS=Homo sapiens GN=PPME1 PE=1 SV=3 - [PPME1_HUMAN],2,0.219781208,0.073815846,-0.336192403,-0.075219245,0.141745188,0.131789873,0.078148246,0.194537137,-0.05193464
P07355,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2 - [ANXA2_HUMAN],3,0.144679753,-0.162095512,0.044438234,-0.135383472,0.051632768,0.244622369,0.002766434,0.187904045,-0.05193464
Q14980,Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2 - [NUMA1_HUMAN],7,0.015138597,0.041872953,-0.13415907,-0.099811234,-0.014676577,-0.006286263,-0.025139562,0.080988841,-0.05193464
Q5JTH9,RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2 - [RRP12_HUMAN],2,-0.369106996,0.086049553,0.13073808,0.030534368,-0.131383608,-0.180154134,-0.050724972,-0.354478667,-0.05193464
P22392,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1 - [NDKB_HUMAN],10,-0.130520034,-0.081701732,-0.054895791,-0.053039011,0.026047358,0.00625899,0.013779427,0.022542569,-0.053291194
P68431,Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2 - [H31_HUMAN],9,-0.195256291,-0.095451142,0.047258753,-0.013564728,-0.230690809,-0.290901199,-0.103298625,-0.130703692,-0.053291194
P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3 - [MDHM_HUMAN]",6,0.28368426,0.038279688,-0.067044874,0.206322289,0.366782331,0.402437462,0.035556369,0.315096061,-0.054649025
Q14444,Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=2 - [CAPR1_HUMAN],8,-0.071759626,-0.113323711,0.142655776,-0.03909982,-0.056583528,0.018696094,-0.118248967,0.022542569,-0.054649025
Q13765,Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=1 SV=1 - [NACA_HUMAN],3,0.263541593,0.003689759,-0.231642058,-0.112266232,0.082299905,0.283792966,0.03285216,0.249720053,-0.056008135
O15372,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1 - [EIF3H_HUMAN],4,0.077041036,-0.077797278,-0.001456532,0.093350476,0.076772331,0.055376757,0.134731774,0.052061656,-0.056008135
P38117,Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3 - [ETFB_HUMAN],10,0.094250326,-0.075849006,-0.036861868,-0.106025292,-0.065724182,-0.064130337,-0.136396313,-0.046170181,-0.056008135
Q9UBQ0,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1 - [VPS29_HUMAN],3,0.310929096,0.027445882,-0.097872864,-0.182759805,0.17575408,0.168530419,0.09898175,-0.349645513,-0.056008135
Q9Y5L4,Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens GN=TIMM13 PE=1 SV=1 - [TIM13_HUMAN],18,0.158380663,0.079071571,0.080681754,0.047430144,0.054447784,0.126053503,0.040949628,0.230483834,-0.057368526
Q6P2Q9,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2 - [PRP8_HUMAN],32,0.003040454,0.072059674,-0.011693641,-0.019417454,0.031772346,0.024874669,-0.013912307,0.080988841,-0.057368526
P55786,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2 - [PSA_HUMAN],4,0.147430364,-0.109332851,-0.060957544,-0.069136193,0.002917483,0.102877181,-0.022324547,0.080988841,-0.057368526
P48444,Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1 - [COPD_HUMAN],2,-0.198745277,0.207804885,0.052883302,-0.005797845,-0.237560798,-0.11417102,-0.082625057,-0.147382433,-0.057368526
Q96SB3,Neurabin-2 OS=Homo sapiens GN=PPP1R9B PE=1 SV=2 - [NEB2_HUMAN],3,0.255914994,-0.070019927,0.080681754,-0.021373651,0.005829079,0.128924539,0.208480114,0.233707735,-0.058730202
Q86UE4,Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2 - [LYRIC_HUMAN],3,0.024146087,-0.147699291,-0.099431692,-0.256875613,0.236508111,0.064403033,-0.208155939,0.201139872,-0.058730202
Q8TAQ2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1 - [SMRC2_HUMAN],7,0.258461676,-0.050758025,-0.233352426,0.084282596,0.1123287,0.067399285,0.038255519,0.197842282,-0.058730202
Q99614,Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1 - [TTC1_HUMAN],11,-0.030762254,0.145708764,0.147921092,0.04369259,-0.183495641,-0.064130337,-0.056472769,0.015067448,-0.058730202
Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1 - [SH3L3_HUMAN],9,-0.10084069,0.016530105,-0.016103308,0.028644787,-0.112316877,-0.038135129,-0.013912307,-0.118319967,-0.058730202
O75347,Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=1 SV=3 - [TBCA_HUMAN],4,-0.65033851,0.014702752,0.175253074,-0.158877175,-0.456514135,-0.569365646,-0.121257717,-0.562419932,-0.058730202
P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens GN=GNAS PE=1 SV=1 - [GNAS2_HUMAN],2,-0.404927472,0.077321789,0.197005872,-0.165351509,0.11502785,-0.067412921,0.019254557,-0.22935128,-0.060093163
P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens GN=PDHB PE=1 SV=3 - [ODPB_HUMAN]",6,0.471006311,0.073815846,0.014485012,0.125530882,0.193739826,0.23665899,0.267182071,0.339242149,-0.061457414
P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1 - [SMD2_HUMAN],2,0.193405792,-0.349435474,-0.321564191,-0.23855543,0.043154614,-0.264289469,-0.073854847,0.181240315,-0.061457414
P07108,Acyl-CoA-binding protein OS=Homo sapiens GN=DBI PE=1 SV=2 - [ACBP_HUMAN],58,-0.078171614,-0.095451142,-0.032388392,-0.061065151,-0.160464672,-0.162495467,-0.109260183,-0.061894534,-0.061457414
