Accession,Description,A6..114.115_norm_log2,A6..114.116_norm_log2,A6..114.117_norm_log2,B6..114.115_norm_log2,B6..114.116_norm_log2,B6..114.117_norm_log2,Sum...Unique.Peptides.
O08730,Glycogenin-1 OS=Rattus norvegicus GN=Gyg1 PE=2 SV=4 - [GLYG_RAT],-0.059357752,-0.047914981,0.065983114,0.060717843,0.018531983,0.035979297,5
P97536,Cullin-associated NEDD8-dissociated protein 1 OS=Rattus norvegicus GN=Cand1 PE=1 SV=1 - [CAND1_RAT],0.031816447,-0.282789701,0.008267616,-0.069512043,-0.236606281,0.035979297,7
Q5M9G9,Protein TBRG4 OS=Rattus norvegicus GN=Tbrg4 PE=2 SV=1 - [TBRG4_RAT],0.211391619,0.160059648,0.191608287,0.037534708,0.084222618,0.035090664,6
O54748,Serine/threonine-protein kinase 3 OS=Rattus norvegicus GN=Stk3 PE=1 SV=1 - [STK3_RAT],-0.08275332,-0.065923891,0.055763272,-0.032541149,0.072741054,0.035090664,9
P09456,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Rattus norvegicus GN=Prkar1a PE=1 SV=2 - [KAP0_RAT],0.427357771,0.321158452,0.112741212,0.219380531,-0.091431743,0.034201484,12
O35115,Four and a half LIM domains protein 2 OS=Rattus norvegicus GN=Fhl2 PE=1 SV=1 - [FHL2_RAT],0.008635225,0.13837762,0.101745008,0.050020738,0.106915204,0.032421478,7
P50503,Hsc70-interacting protein OS=Rattus norvegicus GN=St13 PE=1 SV=1 - [F10A1_RAT],-0.036335534,0.290817562,0.025825987,-0.169266988,0.316134506,0.029747343,28
P27867,Sorbitol dehydrogenase OS=Rattus norvegicus GN=Sord PE=1 SV=4 - [DHSO_RAT],-0.148433084,-0.266501036,0.123654237,-0.139318272,-0.361637805,0.028854863,10
Q00438-2,Isoform PYBP1 of Polypyrimidine tract-binding protein 1 OS=Rattus norvegicus GN=Ptbp1 - [PTBP1_RAT],-0.028742385,-0.293358943,-0.182864057,0.266345798,-0.302935849,0.02796183,3
P70583,Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Rattus norvegicus GN=Dut PE=2 SV=3 - [DUT_RAT],0.158053174,0.382206107,0.112741212,-0.015883042,0.163798458,0.027068243,5
P05765,40S ribosomal protein S21 OS=Rattus norvegicus GN=Rps21 PE=1 SV=1 - [RS21_RAT],-0.197248109,-0.199807604,-0.139162748,0.056786026,-0.300636733,0.027068243,4
P09495,Tropomyosin alpha-4 chain OS=Rattus norvegicus GN=Tpm4 PE=1 SV=3 - [TPM4_RAT],0.125530882,-0.008682243,0.097322951,0.038104605,-0.296049463,0.026174103,15
P30427-2,Isoform 2 of Plectin OS=Rattus norvegicus GN=Plec - [PLEC_RAT],-0.047800721,-1.324334593,-0.085391491,0.078002512,-0.708036866,0.026174103,3
O35824,DnaJ homolog subfamily A member 2 OS=Rattus norvegicus GN=Dnaja2 PE=1 SV=1 - [DNJA2_RAT],0.175687557,-0.070966521,0.135563983,-0.064609081,-0.086472319,0.024384159,6
P04904,Glutathione S-transferase alpha-3 OS=Rattus norvegicus GN=Gsta3 PE=1 SV=3 - [GSTA3_RAT],-0.149805119,0.447138342,-0.189602486,0.014552222,-0.129691077,0.023488353,2
Q920J4,Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3 - [TXNL1_RAT],0.075917127,0.115477217,0.275222391,0.018600677,-0.021610294,0.022591991,5
P84092,AP-2 complex subunit mu OS=Rattus norvegicus GN=Ap2m1 PE=1 SV=1 - [AP2M1_RAT],0.189858457,0.062121712,0.129079949,-0.260929818,0.124986777,0.021695071,5
P28073,Proteasome subunit beta type-6 OS=Rattus norvegicus GN=Psmb6 PE=1 SV=3 - [PSB6_RAT],-0.035067231,-0.202018631,-0.192306695,0.060717843,-0.257635579,0.021695071,7
P23562,Band 3 anion transport protein OS=Rattus norvegicus GN=Slc4a1 PE=1 SV=3 - [B3AT_RAT],0.119848736,0.128733314,0.097322951,0.189423795,0.015767316,0.019000962,2
Q6P502,T-complex protein 1 subunit gamma OS=Rattus norvegicus GN=Cct3 PE=1 SV=1 - [TCPG_RAT],0.203891516,-0.055891201,0.015316629,0.145141901,-0.083504828,0.019000962,11
O35094,Mitochondrial import inner membrane translocase subunit TIM44 OS=Rattus norvegicus GN=Timm44 PE=1 SV=1 - [TIM44_RAT],0.434699746,0.530070742,0.562681053,0.048890099,-0.262102131,0.019000962,2
P85108,Tubulin beta-2A chain OS=Rattus norvegicus GN=Tubb2a PE=1 SV=1 - [TBB2A_RAT],-0.223011205,0.025737561,-0.278754864,-0.051817528,0.232879003,0.016301812,9
Q7TQ16,Cytochrome b-c1 complex subunit 8 OS=Rattus norvegicus GN=Uqcrq PE=3 SV=1 - [QCR8_RAT],0.020882285,-0.017417053,-0.121015401,0.154107682,0.176231988,0.015400972,11
Q03346,Mitochondrial-processing peptidase subunit beta OS=Rattus norvegicus GN=Pmpcb PE=1 SV=3 - [MPPB_RAT],0.080605011,-0.168122759,-0.026296744,-0.048788564,-0.10842246,0.015400972,5
P05545,Serine protease inhibitor A3K OS=Rattus norvegicus GN=Serpina3k PE=1 SV=3 - [SPA3K_RAT],0.086443526,0.036093003,-0.180177473,-0.138674067,0.302587975,0.01449957,4
P49911,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Rattus norvegicus GN=Anp32a PE=2 SV=1 - [AN32A_RAT],-0.316987354,-0.226566239,-0.263034406,0.048890099,0.075398768,0.012695073,8
D3ZHA0,Filamin-C OS=Rattus norvegicus GN=Flnc PE=1 SV=1 - [FLNC_RAT],0.117569596,0.059355278,0.191608287,0.038104605,-0.298341275,0.011791977,2
Q5M9G3,Caprin-1 OS=Rattus norvegicus GN=Caprin1 PE=1 SV=2 - [CAPR1_RAT],0.049857888,0.06672068,0.009444846,-0.019436479,-0.07267595,0.010888316,10
P50297,Arylamine N-acetyltransferase 1 OS=Rattus norvegicus GN=Nat1 PE=2 SV=1 - [ARY1_RAT],-0.160828631,-0.20756107,-0.288848724,0.141433852,-0.401732121,0.010888316,9
P18420,Proteasome subunit alpha type-1 OS=Rattus norvegicus GN=Psma1 PE=1 SV=2 - [PSA1_RAT],0.186600582,-0.171368418,-0.028711297,0.073561739,-0.16167204,0.009984089,12
Q6AYT0,Quinone oxidoreductase OS=Rattus norvegicus GN=Cryz PE=2 SV=1 - [QOR_RAT],0.184424571,0.224863495,0.023497181,0.213842347,0.664485782,0.009079294,8
P01161,Natriuretic peptides A OS=Rattus norvegicus GN=Nppa PE=1 SV=1 - [ANF_RAT],0.096893677,0.11192159,0.086208142,0.3052167,0.168784736,0.008173931,7
P14668,Annexin A5 OS=Rattus norvegicus GN=Anxa5 PE=1 SV=3 - [ANXA5_RAT],0.118709616,-0.004817016,0.033947332,-0.031942893,-0.208317236,0.008173931,16
Q68FS4-2,Isoform 2 of Cytosol aminopeptidase OS=Rattus norvegicus GN=Lap3 - [AMPL_RAT],-0.141592412,-0.092340172,-0.085391491,-0.031344884,-0.14404637,0.0063615,46
Q62812,Myosin-9 OS=Rattus norvegicus GN=Myh9 PE=1 SV=3 - [MYH9_RAT],-0.194413737,-0.264189024,-0.044505169,-0.060332616,-0.05609867,0.00545443,4
Q6IE52,Murinoglobulin-2 OS=Rattus norvegicus GN=Mug2 PE=1 SV=1 - [MUG2_RAT],0.177876776,0.152291604,0.135563983,0.097271765,-0.205088525,0.004546789,6
P63329-2,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca - [PP2BA_RAT],0.079434467,-0.206450877,0.154843045,-0.08246216,-0.37367036,0.004546789,8
P41499-2,Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Rattus norvegicus GN=Ptpn11 - [PTN11_RAT],-0.027480736,-0.244685096,-0.149636079,0.235868654,-0.431607805,0.004546789,6
P04692,Tropomyosin alpha-1 chain OS=Rattus norvegicus GN=Tpm1 PE=1 SV=3 - [TPM1_RAT],0.567535429,-0.204233052,0.205028802,0.106539061,-0.571503128,0.004546789,3
P61354,60S ribosomal protein L27 OS=Rattus norvegicus GN=Rpl27 PE=2 SV=2 - [RL27_RAT],0.003707141,-0.083141235,-0.158863032,0.30805479,0.191012146,0.003638577,7
Q68FR6,Elongation factor 1-gamma OS=Rattus norvegicus GN=Eef1g PE=2 SV=3 - [EF1G_RAT],-0.106534546,0.130491626,-0.019077237,0.019178102,-0.098403704,0.003638577,2
P02651,Apolipoprotein A-IV OS=Rattus norvegicus GN=Apoa4 PE=1 SV=2 - [APOA4_RAT],-0.225902379,-0.076026839,-0.061709572,-0.165325196,0.388448711,0.002729793,2
Q4KMA0,5-azacytidine-induced protein 2 OS=Rattus norvegicus GN=Azi2 PE=1 SV=1 - [AZI2_RAT],-0.006199816,-0.000962117,0.0489096,-0.029552345,-0.116487862,0.002729793,3
Q9Z2L0,Voltage-dependent anion-selective channel protein 1 OS=Rattus norvegicus GN=Vdac1 PE=1 SV=4 - [VDAC1_RAT],-0.195830227,-0.330368458,-0.147010609,0.0768936,-0.232217851,0.002729793,8
P83883,60S ribosomal protein L36a OS=Rattus norvegicus GN=Rpl36a PE=1 SV=2 - [RL36A_RAT],0.21565995,-0.011587974,-0.105640175,-0.209288834,-0.117499215,0.001820436,2
Q99J82,Integrin-linked protein kinase OS=Rattus norvegicus GN=Ilk PE=2 SV=1 - [ILK_RAT],-0.051642787,-0.090290889,-0.076621282,-0.024188052,-0.160629254,0.001820436,13
P18418,Calreticulin OS=Rattus norvegicus GN=Calr PE=1 SV=1 - [CALR_RAT],0.250399999,0.311115555,0.32901752,0.119521781,-0.150242636,0.000910505,8
P83868,Prostaglandin E synthase 3 OS=Rattus norvegicus GN=Ptges3 PE=1 SV=2 - [TEBP_RAT],-0.132069638,-0.089267338,0.050054142,-0.015883042,0.065629789,0,6
P36506,Dual specificity mitogen-activated protein kinase kinase 2 OS=Rattus norvegicus GN=Map2k2 PE=1 SV=1 - [MP2K2_RAT],-0.086689734,-0.22544133,0.296596042,-0.373897238,-0.204013892,0,4
Q5M7W5,Microtubule-associated protein 4 OS=Rattus norvegicus GN=Map4 PE=1 SV=1 - [MAP4_RAT],-0.001237834,-0.17679413,0.024662054,-0.014700505,-0.234410397,0,3
P20760,Ig gamma-2A chain C region OS=Rattus norvegicus GN=Igg-2a PE=1 SV=1 - [IGG2A_RAT],0.110710495,0.137503524,0.018828261,0.005255725,0.14873538,-0.00091108,10
P80385,5'-AMP-activated protein kinase subunit gamma-1 OS=Rattus norvegicus GN=Prkag1 PE=1 SV=3 - [AAKG1_RAT],-0.088004263,-0.10159814,-0.07287888,0.023789196,0.110374906,-0.00091108,9
Q80Z29,Nicotinamide phosphoribosyltransferase OS=Rattus norvegicus GN=Nampt PE=1 SV=1 - [NAMPT_RAT],0.238912682,0.321158452,0.137718867,-0.068898261,0.7153553,-0.001822736,3
Q6DGG1,Protein ABHD14B OS=Rattus norvegicus GN=Abhd14b PE=2 SV=1 - [ABHEB_RAT],-0.12936035,-0.145605322,0.083974867,-0.23041013,0.065629789,-0.001822736,4
P62912,60S ribosomal protein L32 OS=Rattus norvegicus GN=Rpl32 PE=1 SV=2 - [RL32_RAT],-0.00495772,0.278183042,0.506257905,-0.265845308,-0.075621229,-0.001822736,3
P26453-2,Isoform 2 of Basigin OS=Rattus norvegicus GN=Bsg - [BASI_RAT],0.042668363,0.012449487,-0.049399813,0.093986689,0.153773901,-0.002734968,3
Q6PEC0,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Rattus norvegicus GN=Nudt2 PE=2 SV=3 - [AP4A_RAT],-0.093274388,0.019108823,-0.04206406,0.040381946,0.00372549,-0.003647777,12
P07340,Sodium/potassium-transporting ATPase subunit beta-1 OS=Rattus norvegicus GN=Atp1b1 PE=1 SV=1 - [AT1B1_RAT],-0.049080273,-0.40481464,0.008267616,-0.025378395,-0.530514717,-0.004561164,9
Q6IMG5,E3 ubiquitin-protein ligase NHLRC1 OS=Rattus norvegicus GN=Nhlrc1 PE=2 SV=1 - [NHLC1_RAT],-0.095916687,-0.34984818,-0.173482821,0.114666942,-0.328470941,-0.00547513,12
P11250,60S ribosomal protein L34 OS=Rattus norvegicus GN=Rpl34 PE=1 SV=3 - [RL34_RAT],0.123260708,0.368116452,0.162271429,-0.182484625,0.406854295,-0.006389675,6
O35331,Pyridoxal kinase OS=Rattus norvegicus GN=Pdxk PE=1 SV=1 - [PDXK_RAT],-0.036335534,0.014355293,-0.025090981,0.062959794,0.012072832,-0.006389675,8
Q505J9,ATPase family AAA domain-containing protein 1 OS=Rattus norvegicus GN=Atad1 PE=1 SV=1 - [ATAD1_RAT],0.019662247,-0.023269779,0.231501014,-0.300010379,0.012072832,-0.006389675,3
Q5XFX0,Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=1 SV=1 - [TAGL2_RAT],-0.04269383,-0.03209363,-0.156220732,0.004672701,-0.10842246,-0.007304801,7
Q5HZV9,Protein phosphatase 1 regulatory subunit 7 OS=Rattus norvegicus GN=Ppp1r7 PE=1 SV=1 - [PP1R7_RAT],-0.351301718,-0.240134004,-0.184209227,-0.21199685,0.22731335,-0.009136795,6
Q9Z1A6,Vigilin OS=Rattus norvegicus GN=Hdlbp PE=1 SV=1 - [VIGLN_RAT],-0.014924565,-0.053893008,-0.085391491,-0.143835773,0.035919574,-0.009136795,5
P61589,Transforming protein RhoA OS=Rattus norvegicus GN=Rhoa PE=1 SV=1 - [RHOA_RAT],0.004940741,-0.075013354,0.108352783,-0.081842845,-0.334337948,-0.009136795,3
P62890,60S ribosomal protein L30 OS=Rattus norvegicus GN=Rpl30 PE=3 SV=2 - [RL30_RAT],-0.097239654,-0.271136204,-0.07287888,-0.220833172,0.212097441,-0.010971118,4
Q63450,Calcium/calmodulin-dependent protein kinase type 1 OS=Rattus norvegicus GN=Camk1 PE=1 SV=2 - [KCC1A_RAT],-0.156684937,0.171206827,0.011796427,-0.042749647,0.083342658,-0.011889155,2
P18424,Phosphatidylcholine-sterol acyltransferase OS=Rattus norvegicus GN=Lcat PE=1 SV=1 - [LCAT_RAT],0.001236773,-0.006748335,-0.108191361,-0.08246216,-0.047398975,-0.011889155,3
Q5BK81,Prostaglandin reductase 2 OS=Rattus norvegicus GN=Ptgr2 PE=2 SV=2 - [PTGR2_RAT],0.136828473,-0.268816758,-0.017877491,-0.108716434,-0.18480613,-0.011889155,3
Q5XIF6,Tubulin alpha-4A chain OS=Rattus norvegicus GN=Tuba4a PE=1 SV=1 - [TBA4A_RAT],0.15249793,-0.460634366,-0.118441457,0.067991481,-0.330814881,-0.011889155,3
P57113,Maleylacetoacetate isomerase OS=Rattus norvegicus GN=Gstz1 PE=1 SV=2 - [MAAI_RAT],-0.250714134,-0.172451929,-0.310719204,-0.050605179,0.088614387,-0.012807776,4
P62853,40S ribosomal protein S25 OS=Rattus norvegicus GN=Rps25 PE=2 SV=1 - [RS25_RAT],-0.243372159,-0.236730081,-0.105640175,-0.19448493,-0.050293049,-0.012807776,6
Q01129,Decorin OS=Rattus norvegicus GN=Dcn PE=1 SV=1 - [PGS2_RAT],0.285338766,0.193246076,0.025825987,-0.267252815,0.518484685,-0.015567156,4
P22509,rRNA 2'-O-methyltransferase fibrillarin OS=Rattus norvegicus GN=Fbl PE=1 SV=2 - [FBRL_RAT],0.211391619,0.192404609,-0.061709572,0.120060201,-0.092425677,-0.015567156,5
P13635,Ceruloplasmin OS=Rattus norvegicus GN=Cp PE=1 SV=3 - [CERU_RAT],-0.202933614,-0.087222412,-0.149636079,0.034681839,-0.130711731,-0.015567156,2
Q2PQA9,Kinesin-1 heavy chain OS=Rattus norvegicus GN=Kif5b PE=1 SV=1 - [KINH_RAT],0.034235048,0.197446064,0.05348233,0.214346698,0.519786169,-0.016488123,3
P52944,PDZ and LIM domain protein 1 OS=Rattus norvegicus GN=Pdlim1 PE=1 SV=4 - [PDLI1_RAT],0.081774606,0.321928095,0.08061846,0.032967407,0.004655361,-0.016488123,11
Q9QY78,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Rattus norvegicus GN=Ikbkb PE=1 SV=1 - [IKKB_RAT],0.116428675,0.11192159,0.448406249,-0.302894328,-0.068758242,-0.016488123,7
O35814,Stress-induced-phosphoprotein 1 OS=Rattus norvegicus GN=Stip1 PE=1 SV=1 - [STIP1_RAT],NA,NA,NA,0.100003625,0.168784736,-0.017409678,2
P25886,60S ribosomal protein L29 OS=Rattus norvegicus GN=Rpl29 PE=1 SV=3 - [RL29_RAT],0.111855945,0.388097672,0.32050602,-0.049393848,0.088614387,-0.017409678,3
P04762,Catalase OS=Rattus norvegicus GN=Cat PE=1 SV=3 - [CATA_RAT],0.004940741,0.243669081,-0.136556252,-0.106825201,0.266604859,-0.018331823,5
Q9JLS3-2,Isoform 2 of Serine/threonine-protein kinase TAO2 OS=Rattus norvegicus GN=Taok2 - [TAOK2_RAT],0.169099897,0.272620455,-0.086648742,0.28854897,-0.008417693,-0.018331823,10
P62198,26S protease regulatory subunit 8 OS=Rattus norvegicus GN=Psmc5 PE=1 SV=1 - [PRS8_RAT],0.004940741,-0.019365325,-0.087907089,-0.031344884,-0.131733108,-0.018331823,2
P26644,Beta-2-glycoprotein 1 OS=Rattus norvegicus GN=Apoh PE=2 SV=2 - [APOH_RAT],-0.375174768,-0.038994132,0.007089425,0.023213615,-0.22784273,-0.018331823,2
Q6AY56,Tubulin alpha-8 chain OS=Rattus norvegicus GN=Tuba8 PE=2 SV=1 - [TBA8_RAT],-0.155306346,-0.025225976,-0.110747066,-0.018843632,-0.105409521,-0.022026306,23
P62193,26S protease regulatory subunit 4 OS=Rattus norvegicus GN=Psmc1 PE=2 SV=1 - [PRS4_RAT],-0.030005138,-0.223194141,-0.007124434,-0.138030151,0.017611016,-0.022951407,5
M0RC99,Ras-related protein Rab-5A OS=Rattus norvegicus GN=Rab5a PE=2 SV=1 - [RAB5A_RAT],-0.088004263,0.096711641,-0.034765418,0.07300568,0.049500111,-0.023877102,13
P01946,Hemoglobin subunit alpha-1/2 OS=Rattus norvegicus GN=Hba1 PE=1 SV=3 - [HBA_RAT],-0.027480736,-0.153072152,0.088437965,-0.156169349,0.106915204,-0.025730275,3
P18445,60S ribosomal protein L27a OS=Rattus norvegicus GN=Rpl27a PE=1 SV=3 - [RL27A_RAT],0.081774606,0.012449487,0.097322951,-0.05606879,-0.402964667,-0.026657755,4
P97697,Inositol monophosphatase 1 OS=Rattus norvegicus GN=Impa1 PE=1 SV=2 - [IMPA1_RAT],0.106119576,-0.816037165,-0.014284226,0.058472403,-0.789513609,-0.026657755,8
Q923S8,Pantothenate kinase 4 OS=Rattus norvegicus GN=Pank4 PE=1 SV=1 - [PANK4_RAT],-0.068411,-0.272297327,-0.296102108,-0.122661749,0.012997341,-0.027585832,6
P61928,60S ribosomal protein L37 OS=Rattus norvegicus GN=Rpl37 PE=1 SV=2 - [RL37_RAT],-0.059357752,-0.114035243,-0.203174506,-0.101794002,0.083342658,-0.03130412,4
P24473,Glutathione S-transferase kappa 1 OS=Rattus norvegicus GN=Gstk1 PE=1 SV=3 - [GSTK1_RAT],0.158053174,0.219917108,0.001183993,-0.263034406,0.530155989,-0.033166864,8
O35346,Focal adhesion kinase 1 OS=Rattus norvegicus GN=Ptk2 PE=1 SV=1 - [FAK1_RAT],-0.023702397,-0.212010403,-0.340405334,0.214850872,0.106048981,-0.034099139,5
Q6AYS7,Aminoacylase-1A OS=Rattus norvegicus GN=Acy1a PE=1 SV=1 - [ACY1A_RAT],-0.128007612,-0.1627295,-0.136556252,-0.048788564,0.011147731,-0.034099139,15
O35987,NSFL1 cofactor p47 OS=Rattus norvegicus GN=Nsfl1c PE=1 SV=1 - [NSF1C_RAT],0.125530882,0.141868716,-0.158863032,0.082982097,-0.232217851,-0.034099139,3
P04642,L-lactate dehydrogenase A chain OS=Rattus norvegicus GN=Ldha PE=1 SV=1 - [LDHA_RAT],-0.024960744,-0.093365906,-0.136556252,-0.062774758,0.183640995,-0.035032016,3
Q6P6T4-2,Isoform 2 of Echinoderm microtubule-associated protein-like 2 OS=Rattus norvegicus GN=Eml2 - [EMAL2_RAT],0.013546532,0.085877835,0.022331367,0.08684326,-0.01688479,-0.035032016,15
P09760,Tyrosine-protein kinase Fer OS=Rattus norvegicus GN=Fer PE=1 SV=2 - [FER_RAT],0.028180927,0.315759427,-0.004745712,0.20371813,0.271248731,-0.035965497,12
Q6TMG5,NF-kappa-B essential modulator OS=Rattus norvegicus GN=Ikbkg PE=2 SV=1 - [NEMO_RAT],-0.147062352,0.227330344,0.294666015,-0.218108535,0.319127651,-0.03876957,2
Q07936,Annexin A2 OS=Rattus norvegicus GN=Anxa2 PE=1 SV=2 - [ANXA2_RAT],0.041466617,0.044510696,-0.053081725,-0.083081741,0.215314153,-0.03876957,4
Q06486,Casein kinase I isoform delta OS=Rattus norvegicus GN=Csnk1d PE=1 SV=2 - [KC1D_RAT],-0.192998636,-0.199807604,-0.145699664,0.128112473,-0.289195792,-0.03876957,19
P04550,Parathymosin OS=Rattus norvegicus GN=Ptms PE=1 SV=2 - [PTMS_RAT],-0.233155763,-0.266501036,-0.281631625,0.030105483,0.021291362,-0.039705474,8
P08010,Glutathione S-transferase Mu 2 OS=Rattus norvegicus GN=Gstm2 PE=1 SV=2 - [GSTM2_RAT],0.05582191,0.119909464,0.257496222,0.052843464,0.053998696,-0.040641984,2
P50399,Rab GDP dissociation inhibitor beta OS=Rattus norvegicus GN=Gdi2 PE=1 SV=2 - [GDIB_RAT],-0.019933927,-0.260727938,-0.154901395,-0.039138394,-0.106413135,-0.040641984,5
Q9NQR8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Rattus norvegicus GN=Ndufaf4 PE=1 SV=1 - [NDUF4_RAT],-0.033800041,0.059355278,-0.160185998,-0.16795186,-0.050293049,-0.042516832,6
Q4KMA2,UV excision repair protein RAD23 homolog B OS=Rattus norvegicus GN=Rad23b PE=1 SV=1 - [RD23B_RAT],-0.148433084,-0.164884385,-0.192306695,0.132922352,-0.023504838,-0.04345517,7
O88767,Protein deglycase DJ-1 OS=Rattus norvegicus GN=Park7 PE=1 SV=1 - [PARK7_RAT],0.118709616,-0.104697379,-0.137858911,0.320757551,-0.435386145,-0.04345517,6
Q63798,Proteasome activator complex subunit 2 OS=Rattus norvegicus GN=Psme2 PE=2 SV=3 - [PSME2_RAT],-0.115889711,-0.084160448,-0.109468647,0.005255725,-0.04066863,-0.044394119,2
Q63270,Cytoplasmic aconitate hydratase OS=Rattus norvegicus GN=Aco1 PE=1 SV=1 - [ACOC_RAT],NA,NA,NA,-0.329112627,-0.317970081,-0.044394119,2
P86252,Transcriptional activator protein Pur-alpha (Fragments) OS=Rattus norvegicus GN=Pura PE=1 SV=1 - [PURA_RAT],0.019662247,0.076787099,0.067114196,0.030678322,-0.019718235,-0.04533368,14
Q6PEC1,Tubulin-specific chaperone A OS=Rattus norvegicus GN=Tbca PE=1 SV=1 - [TBCA_RAT],-0.205784791,-0.192095584,-0.247483402,0.026089229,0.023128021,-0.046273853,5
P46844,Biliverdin reductase A OS=Rattus norvegicus GN=Blvra PE=1 SV=1 - [BIEA_RAT],-0.306238113,-0.536726315,-0.196372536,-0.330583264,-0.376088961,-0.047214638,6
O08560,Diacylglycerol kinase zeta OS=Rattus norvegicus GN=Dgkz PE=1 SV=1 - [DGKZ_RAT],-0.037604954,-0.079071571,-0.108191361,-0.14512909,-0.031107991,-0.048156038,7
P49186,Mitogen-activated protein kinase 9 OS=Rattus norvegicus GN=Mapk9 PE=1 SV=1 - [MK09_RAT],-0.069708972,0.01054116,-0.094215342,-0.104307408,0.352379457,-0.050040682,3
Q68FT3,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 OS=Rattus norvegicus GN=Pyroxd2 PE=2 SV=1 - [PYRD2_RAT],-0.142957954,-0.265344567,-0.216875416,0.040381946,0.12156198,-0.050040682,2
P47942,Dihydropyrimidinase-related protein 2 OS=Rattus norvegicus GN=Dpysl2 PE=1 SV=1 - [DPYL2_RAT],NA,NA,NA,0.087944554,0.041367139,-0.050040682,2
Q6LED0,Histone H3.1 OS=Rattus norvegicus PE=1 SV=3 - [H31_RAT],0.10496956,-0.628905848,-0.03355256,-0.045162182,-0.874158293,-0.050040682,6
P97532,3-mercaptopyruvate sulfurtransferase OS=Rattus norvegicus GN=Mpst PE=1 SV=3 - [THTM_RAT],0.018441176,0.186500558,-0.02992009,-0.152913434,0.235257726,-0.050983929,5
Q9Z270,Vesicle-associated membrane protein-associated protein A OS=Rattus norvegicus GN=Vapa PE=1 SV=3 - [VAPA_RAT],-0.422480482,-0.513199831,-0.318083666,-0.332055402,-0.174244626,-0.050983929,3
P51583,Multifunctional protein ADE2 OS=Rattus norvegicus GN=Paics PE=1 SV=3 - [PUR6_RAT],-0.137503524,0.042644337,-0.207271134,0.219882949,-0.546770607,-0.050983929,4
P48037,Annexin A6 OS=Rattus norvegicus GN=Anxa6 PE=1 SV=2 - [ANXA6_RAT],-0.017427072,-0.399730246,-0.177495883,0.116287038,-0.309855263,-0.054763093,5
P15429,Beta-enolase OS=Rattus norvegicus GN=Eno3 PE=1 SV=3 - [ENOB_RAT],0.049857888,-1.545122236,-0.297557171,0.471401623,-1.242110656,-0.054763093,2
Q7M0E3,Destrin OS=Rattus norvegicus GN=Dstn PE=1 SV=3 - [DEST_RAT],0.022101292,0.096711641,-0.056773057,0.039812947,-0.384586138,-0.055709433,2
Q5RKI0,WD repeat-containing protein 1 OS=Rattus norvegicus GN=Wdr1 PE=1 SV=3 - [WDR1_RAT],0.222038863,-0.097476151,0.124741013,0.057910496,-0.389464232,-0.055709433,9
P04906,Glutathione S-transferase P OS=Rattus norvegicus GN=Gstp1 PE=1 SV=2 - [GSTP1_RAT],-0.00495772,0.260627908,0.014144182,-0.069512043,0.302587975,-0.056656394,3
P50398,Rab GDP dissociation inhibitor alpha OS=Rattus norvegicus GN=Gdi1 PE=1 SV=1 - [GDIA_RAT],-0.094594932,-0.10573194,0.068244392,-0.224929801,0.047696742,-0.058552182,9
P13832,Myosin regulatory light chain RLC-A OS=Rattus norvegicus GN=Rlc-a PE=2 SV=2 - [MRLCA_RAT],-0.102543685,0.051024003,0.054623252,0.223394989,-0.501179796,-0.058552182,4
Q99PF5,Far upstream element-binding protein 2 OS=Rattus norvegicus GN=Khsrp PE=1 SV=1 - [FUBP2_RAT],-0.234610826,-0.121340044,-0.162835577,-0.184477757,-0.094415602,-0.059501012,7
Q9WU82,Catenin beta-1 OS=Rattus norvegicus GN=Ctnnb1 PE=1 SV=1 - [CTNB1_RAT],-0.228799358,-0.279283757,-0.085391491,0.112503981,-0.177404967,-0.059501012,6
B5DFC8,Eukaryotic translation initiation factor 3 subunit C OS=Rattus norvegicus GN=Eif3c PE=1 SV=1 - [EIF3C_RAT],-0.173331603,-0.219829907,-0.149636079,-0.074431724,-0.052225661,-0.060450466,8
P25113,Phosphoglycerate mutase 1 OS=Rattus norvegicus GN=Pgam1 PE=1 SV=4 - [PGAM1_RAT],-0.21868528,-0.183332034,-0.07912162,-0.083081741,-0.140958188,-0.060450466,11
P20280,60S ribosomal protein L21 OS=Rattus norvegicus GN=Rpl21 PE=1 SV=3 - [RL21_RAT],-0.217246183,-0.265344567,-0.182864057,-0.238669857,0.098229476,-0.061400545,9
P04276,Vitamin D-binding protein OS=Rattus norvegicus GN=Gc PE=1 SV=3 - [VTDB_RAT],-0.086689734,0.105678078,-0.18152014,0.036394237,-0.011234541,-0.06235125,3
